timestamp_s,node_state,sampling_interval_s,transmission_interval_s,current_load_A,voltage_bus_V,power_load_W
334.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
335.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
336.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
337.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
338.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
339.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
340.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
341.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
342.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
343.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
344.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
345.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
346.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
347.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
348.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
349.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
350.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
351.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
352.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
353.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
354.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
355.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
356.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
357.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
358.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
359.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
360.0,LORA_TX,30.0,120.0,0.12,3.6,0.432
361.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
362.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
363.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
364.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
365.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
366.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
367.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
368.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
369.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
370.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
371.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
372.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
373.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
374.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
375.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
376.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
377.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
378.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
379.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
380.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
381.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
382.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
383.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
384.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
385.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
386.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
387.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
388.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
389.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
390.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
391.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
392.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
393.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
394.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
395.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
396.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
397.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
398.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
399.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
400.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
401.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
402.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
403.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
404.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
405.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
406.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
407.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
408.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
409.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
410.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
411.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
412.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
413.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
414.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
415.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
416.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
417.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
418.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
419.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
420.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
421.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
422.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
423.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
424.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
425.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
426.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
427.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
428.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
429.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
430.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
431.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
432.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
433.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
434.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
435.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
436.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
437.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
438.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
439.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
440.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
441.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
442.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
443.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
444.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
445.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
446.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
447.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
448.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
449.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
450.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
451.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
452.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
453.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
454.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
455.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
456.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
457.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
458.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
459.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
460.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
461.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
462.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
463.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
464.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
465.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
466.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
467.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
468.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
469.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
470.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
471.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
472.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
473.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
474.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
475.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
476.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
477.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
478.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
479.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
480.0,LORA_TX,30.0,120.0,0.12,3.6,0.432
481.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
482.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
483.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
484.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
485.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
486.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
487.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
488.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
489.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
490.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
491.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
492.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
493.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
494.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
495.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
496.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
497.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
498.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
499.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
500.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
501.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
502.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
503.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
504.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
505.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
506.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
507.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
508.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
509.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
510.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
511.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
512.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
513.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
514.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
515.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
516.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
517.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
518.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
519.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
520.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
521.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
522.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
523.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
524.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
525.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
526.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
527.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
528.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
529.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
530.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
531.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
532.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
533.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
534.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
535.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
536.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
537.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
538.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
539.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
540.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
541.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
542.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
543.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
544.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
545.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
546.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
547.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
548.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
549.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
550.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
551.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
552.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
553.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
554.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
555.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
556.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
557.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
558.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
559.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
560.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
561.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
562.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
563.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
564.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
565.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
566.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
567.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
568.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
569.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
570.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
571.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003
572.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
573.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
574.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
575.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
576.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
577.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
578.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
579.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
580.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
581.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
582.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
583.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
584.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
585.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
586.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
587.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
588.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
589.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
590.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
591.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
592.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
593.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
594.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
595.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
596.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
597.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
598.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
599.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05
