timestamp_s,node_state,sampling_interval_s,transmission_interval_s,current_load_A,voltage_bus_V,power_load_W,battery_soc,battery_ocv_V,battery_terminal_voltage_V,battery_current_A,battery_power_W,energy_used_Wh,energy_remaining_Wh,cutoff_reached
22.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988451388899,4.19999538055556,4.19999511055556,1.5e-05,6.29999266583334e-05,9.700503036255403e-06,7.213191656529416,False
23.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988430555566,4.199995372222227,4.199995102222227,1.5e-05,6.29999265333334e-05,9.718003015847996e-06,7.213191641501917,False
24.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988409722234,4.199995363888894,4.1999950938888935,1.5e-05,6.29999264083334e-05,9.735502995405866e-06,7.213191626474417,False
25.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988388888901,4.1999953555555605,4.19999508555556,1.5e-05,6.299992628333341e-05,9.753002974929015e-06,7.213191611446917,False
26.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988368055568,4.199995347222227,4.199995077222227,1.5e-05,6.299992615833341e-05,9.770502954417441e-06,7.213191596419418,False
27.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988347222235,4.199995338888894,4.199995068888894,1.5e-05,6.299992603333341e-05,9.788002933871145e-06,7.213191581391918,False
28.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988326388902,4.199995330555561,4.199995060555561,1.5e-05,6.299992590833341e-05,9.805502913290126e-06,7.213191566364419,False
29.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999988305555569,4.199995322222228,4.199995052222228,1.5e-05,6.299992578333341e-05,9.823002892674385e-06,7.2131915513369185,False
30.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003,0.9999977194444458,4.1999908777777835,4.199846877777784,0.008,0.03359877502222227,1.9155995954402793e-05,7.213183536670267,False
31.0,SAMPLING,30.0,120.0,0.008,3.6,0.028800000000000003,0.9999966083333347,4.199986433333339,4.199842433333339,0.008,0.033598739466666715,2.8488979139587994e-05,7.213175522003615,False
32.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999966062500014,4.199986425000006,4.199986155000006,1.5e-05,6.299979232500008e-05,2.8506479081900495e-05,7.213175506976115,False
33.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999966041666681,4.199986416666673,4.199986146666673,1.5e-05,6.29997922000001e-05,2.8523979024178273e-05,7.213175491948616,False
34.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999966020833349,4.19998640833334,4.1999861383333394,1.5e-05,6.29997920750001e-05,2.854147896642133e-05,7.213175476921116,False
35.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999966000000016,4.1999864000000064,4.199986130000006,1.5e-05,6.29997919500001e-05,2.8558978908629663e-05,7.213175461893616,False
36.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999965979166683,4.199986391666673,4.199986121666673,1.5e-05,6.29997918250001e-05,2.8576478850803274e-05,7.213175446866117,False
37.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.999996595833335,4.19998638333334,4.19998611333334,1.5e-05,6.29997917000001e-05,2.8593978792942163e-05,7.213175431838617,False
38.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999965937500017,4.199986375000007,4.199986105000007,1.5e-05,6.299979157500011e-05,2.861147873504633e-05,7.213175416811118,False
39.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999965916666684,4.199986366666674,4.199986096666674,1.5e-05,6.299979145000011e-05,2.8628978677115776e-05,7.213175401783618,False
40.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999965895833351,4.199986358333341,4.199986088333341,1.5e-05,6.299979132500011e-05,2.8646478619150497e-05,7.213175386756118,False
41.0,SLEEP,30.0,120.0,1.5e-05,3.6,5.4000000000000005e-05,0.9999965875000019,4.199986350000008,4.1999860800000075,1.5e-05,6.299979120000011e-05,2.8663978561150497e-05,7.213175371728619,False
